"anime_title","anime_premiere","anime_release","anime_nextair","anime_img","anime_badge"
"LUPIN THE 3rd, PART 4","9/6/2015 12:00:00 AM","3/8/2022 2:00:00 PM","3/15/2022 5:00:00 PM","//static.hidive.com/titles/LPN/lupin-the-3rd-part-4_LPN_04_MASTER_300x169.jpg","E1 In 3 Days"
"Lupin the 3rd: Part 5","4/3/2018 12:00:00 AM","2/13/2020 5:00:00 PM","","//static.hidive.com/titles/LPN/lupin-the-3rd_LPN_05_MASTER_300x169.jpg","Dubbed"
"Lupin the 3rd: Part 6","10/9/2021 12:00:00 AM","10/6/2021 1:00:00 PM","3/12/2022 5:30:00 PM","//static.hidive.com/titles/LPN/lupin-the-3rd-part-6_LPN_06_MASTER_300x169.jpg","Today"
"MADE IN ABYSS","7/7/2017 12:00:00 AM","6/30/2017 5:00:00 PM","","//static.hidive.com/titles/MIA/made-in-abyss_MIA_MASTER_300x169.jpg","Dubbed"
"Magia Record: Puella Magi Madoka Magica Side Story","1/4/2020 12:00:00 AM","1/9/2020 12:00:00 AM","","//static.hidive.com/titles/MGR/magia-record-MGR_01_MASTER_300x169_00.jpg",NA
"Magia Record: Puella Magi Madoka Magica Side Story Season 2 -The Eve of Awakening-","7/31/2021 12:00:00 AM","7/20/2021 1:00:00 PM","","//static.hidive.com/titles/MGR/magia-record-MGR_02_MASTER_300x169.jpg","New Release"
"Magic of Stella","10/3/2016 12:00:00 AM","10/27/2016 5:00:00 AM","","//static.hidive.com/titles/MOS/MOS_01_MASTER_300x169.jpg",NA
"Magical Girl Site","4/7/2018 12:00:00 AM","8/12/2021 1:00:00 PM","","//static.hidive.com/titles/MAG/magical-girl-site_MAG_01_MASTER_300x169.jpg",NA
"Magical Shopping Arcade Abenobashi","4/4/2002 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MSS/MSS_MASTER_300x169.jpg","Dubbed"
"Magical Warfare","1/9/2014 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MGW/MGW_MASTER_300x169.jpg","Dubbed"
"The Magnificent KOTOBUKI","1/13/2019 12:00:00 AM","1/9/2019 6:00:00 PM","","//static.hidive.com/titles/KFC/KFC_01_MASTER_300x169.jpg",NA
"Mahoromatic: Automatic Maiden","9/10/2001 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MH/MH_01_MASTER_300x169.jpg","Dubbed"
"Mahoromatic: Something More Beautiful","9/26/2002 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MH/MH_02_MASTER_300x169.jpg","Dubbed"
"Negima! (2005)","1/5/2005 12:00:00 AM","8/30/2018 4:00:00 PM","","//static.hidive.com/titles/NGM/NGM_01_MASTER_300x169.jpg","Dubbed"
"Maid-Sama!","4/1/2010 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MS/MS_MASTER_300x169.jpg","Dubbed"
"Majestic Prince","4/4/2013 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MJP/MJP_MASTER_300x169.jpg","Dubbed"
"MAOYU ~ ARCHENEMY & HERO","1/4/2013 12:00:00 AM","3/1/2021 6:00:00 PM","","//static.hidive.com/titles/MAO/MAO_MASTER_300x169.jpg",NA
"Maria Holic","1/4/2009 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MHC/maria-holic_MHC_MASTER_300x169_00.jpg","Dubbed"
"Maria Holic Alive","4/8/2011 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MHA/MHA_MASTER_300x169.jpg","Dubbed"
"Maria Watches Over Us ~ printemps","7/4/2004 12:00:00 AM","8/12/2019 5:00:00 PM","","//static.hidive.com/titles/MWO/maria-watches-over-us-printemps-MWO_02_MASTER_300x169.jpg",NA
"Maria Watches Over Us","1/7/2004 12:00:00 AM","7/10/2019 5:00:00 PM","","//static.hidive.com/titles/MWO/maria-watches-over-us-MWO_01_MASTER_300x169.jpg",NA
"Maria Watches Over Us 4th Season","1/3/2009 12:00:00 AM","10/4/2019 5:00:00 PM","","//static.hidive.com/titles/MWO/maria-watches-over-us-4th-season_MWO_04_MASTER_300x169.jpg",NA
"Mashiroiro Symphony ~ The Color of Lovers","10/5/2011 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MIS/MIS_MASTER_300x169.jpg",NA
"Matoi the Sacred Slayer","10/4/2016 12:00:00 AM","10/1/2016 12:00:00 AM","","//static.hidive.com/titles/MTS/MTS_01_MASTER_300x169.jpg",NA
"Mayo Chiki!","7/7/2011 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MC/MC_01_MASTER_300x169.jpg","Dubbed"
"Medaka Box","4/4/2012 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MDB/MDB_01_MASTER_300x169.jpg","Dubbed"
"Medaka Box Abnormal","10/10/2012 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MDB/MDB_02_MASTER_300x169.jpg","Dubbed"
"Meganebu!","10/6/2013 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MGB/MGB_MASTER_300x169.jpg",NA
"Mezzo","1/4/2004 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MF/MF_MASTER_300x169.jpg","Dubbed"
"Mitsuboshi Colors","1/7/2018 12:00:00 AM","1/4/2018 7:00:00 PM","","//static.hidive.com/titles/MTC/MTC_01_MASTER_300x169.jpg","Dubbed"
"MM!","10/2/2010 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MM/MM_MASTER_300x169.jpg","Dubbed"
"Modern Magic Made Simple","7/11/2009 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/YGM/YGM_MASTER_300x169.jpg",NA
"Momo, The Girl God of Death","3/3/2006 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MJ-0110/MJ0110_01_MASTER_300x169.jpg","Dubbed"
"Momokuri","1/7/2016 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MMK/MMK_01_MASTER_300x169.jpg",NA
"Momokyun Sword","7/8/2014 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MKS/MKS_MASTER_300x169.jpg",NA
"Monochrome Factor","4/7/2008 12:00:00 AM","10/11/2018 7:00:00 PM","","//static.hidive.com/titles/MCF/MCF_01_MASTER_300x169.jpg","Exclusive"
"MONSTER MUSUME Everyday Life with Monster Girls","7/7/2015 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/ELM/ELM_MASTER_300x169.jpg","Dubbed"
"Monthly Girls' Nozaki-kun","7/7/2014 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MGN/MGN_MASTER_300x169.jpg","Dubbed"
"Moribito: Guardian of the Spirit","4/7/2007 12:00:00 AM","9/22/2020 5:00:00 PM","","//static.hidive.com/titles/MGS/moribito-guardian-of-the-spirit_MGS_01_MASTER_300x169.jpg","Dubbed"
"Mother of the Goddess' Dormitory","7/14/2021 12:00:00 AM","7/8/2021 1:00:00 PM","","//static.hidive.com/titles/MOG/mother-of-the-goddess-dormitory_MOG_01_MASTER_300x169.jpg","Dubbed"
"Motto To Love Ru","10/5/2010 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MLR/MLR_MASTER_300x169.jpg","Dubbed"
"Mr. Tonegawa: Middle Management Blues","7/3/2018 12:00:00 AM","7/26/2018 5:00:00 AM","","//static.hidive.com/titles/MTG/MTG_01_MASTER_300x169.jpg","Dubbed"
"My Girlfriend is Shobitch","10/11/2017 12:00:00 AM","10/6/2017 8:00:00 PM","","//static.hidive.com/titles/FVB/FVB_01_MASTER_300x169.jpg","Dubbed"
"My Little Monster","10/1/2012 12:00:00 AM","4/20/2021 1:00:00 PM","","//static.hidive.com/titles/MYM/my-little-monster_MYM_01_MASTER_300x169.jpg",NA
"My Love Story!!","4/9/2015 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MLS/MLS_MASTER_300x169.jpg","Dubbed"
"My mental choices are completely interfering with my school romantic comedy.","10/9/2013 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MMC/MMC_MASTER_300x169.jpg",NA
"My Teen Romantic Comedy SNAFU","4/5/2013 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MRC/MRC_01_MASTER_300x169.jpg","Dubbed"
"My Teen Romantic Comedy SNAFU Climax","7/10/2020 12:00:00 AM","3/31/2020 9:00:00 PM","","//static.hidive.com/titles/MRC/my-teen-romantic-comedy-SNAFU-climax_MRC_03_MASTER_300x169.jpg","Dubbed"
"My Teen Romantic Comedy SNAFU TOO!","4/3/2015 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MRC/MRC_02_MASTER_300x169.jpg","Dubbed"
"Mysteria Friends","1/21/2019 12:00:00 AM","2/7/2019 5:00:00 PM","","//static.hidive.com/titles/MFR/MFR_01_MASTER_300x169.jpg","Dubbed"
"Mysterious Girlfriend X","4/7/2012 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/MGX/MGX_MASTER_300x169.jpg","Dubbed"
"Nagasarete Airantou","4/4/2007 12:00:00 AM","2/20/2020 4:00:00 PM","","//static.hidive.com/titles/NGA/nagasarete-airanto_NGA_01_MASTER_300x169.jpg",NA
"NAKAIMO ~ My Little Sister is Among Them!","7/5/2012 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/NLS/NLS_MASTER_300x169.jpg","Dubbed"
"NAMUAMIDABUTSU! -UTENA-","4/8/2019 12:00:00 AM","4/1/2019 5:00:00 PM","","//static.hidive.com/titles/NAB/namu-amida-butsu-utena_NAB_01_MASTER_300x169_01.jpg",NA
"NANA","4/5/2006 12:00:00 AM","4/15/2021 1:00:00 PM","","//static.hidive.com/titles/NAN/nana_NAN_01_MASTER_300x169.jpg","Dubbed"
"Natsu no Arashi!","4/5/2009 12:00:00 AM","11/21/2019 5:00:00 PM","","//static.hidive.com/titles/NNA/natsu-no-arashi_NNA_01_MASTER_300x169.jpg","Exclusive"
"Natsuyuki Rendezvous","7/5/2012 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/NYR/NYR_MASTER_300x169.jpg",NA
"Needless","7/2/2009 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/NL/NL_MASTER_300x169.jpg","Dubbed"
"Negima!? (2006)","10/4/2006 12:00:00 AM","11/1/2018 4:00:00 PM","","//static.hidive.com/titles/NGM/NGM_02_MASTER_300x169.jpg","Dubbed"
"No Game, No Life","4/9/2014 12:00:00 AM","7/28/2015 12:00:00 AM","","//static.hidive.com/titles/NGL/NGL_MASTER_300x169.jpg","Dubbed"
"Nobunaga the Fool","1/6/2014 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/NBF/NBF_MASTER_300x169.jpg","Dubbed"
"Non Non Biyori","10/7/2013 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/NNB/NNB_01_MASTER_300x169.jpg",NA
"Non Non Biyori Nonstop","1/10/2021 12:00:00 AM","1/5/2020 6:00:00 PM","","//static.hidive.com/titles/NNB/non-non-biyori-nonstop_NNB_03_MASTER_300x169.jpg",NA
"Non Non Biyori Repeat","7/6/2015 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/NNB/NNB_02_MASTER_300x169.jpg",NA
"Norn9","1/7/2016 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/NRN/NRN_1_MASTER_300x169.jpg",NA
"Nurse Witch Komugi-chan R","1/9/2016 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/NWR/NWR_MASTER_300x169.jpg",NA
"Nyankoi!","10/1/2009 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/NY/NY_01_MASTER_300x169.jpg","Dubbed"
"O Maidens in Your Savage Season","7/5/2019 12:00:00 AM","6/28/2019 9:00:00 PM","","//static.hidive.com/titles/OMD/O-Maidens-in-You-Savage-Season_OMD_01_MASTER_300x169_01.jpg","Dubbed"
"Okamikakushi ~ Masque of the Wolf","1/8/2010 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/OKK/OKK_MASTER_300x169.jpg",NA
"Onigiri","4/6/2016 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/ONG/ONG_01_MASTER_300x169.jpg","Exclusive"
"Oresuki - Are you the only one who loves me?","10/2/2019 12:00:00 AM","10/2/2019 4:30:00 PM","","//static.hidive.com/titles/ORS/oresuki-ORS_01_MASTER_300x169_01.jpg",NA
"Outbreak Company","10/3/2013 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/OBC/OBC_MASTER_300x169.jpg","Dubbed"
"Outburst Dreamer Boys","10/4/2019 12:00:00 AM","9/30/2019 5:00:00 PM","","//static.hidive.com/titles/ODB/outburst-dreamer-boys_ODB_01_MASTER_300x169_02.jpg",NA
"Pastel Memories","1/7/2019 12:00:00 AM","1/3/2019 6:00:00 PM","","//static.hidive.com/titles/PTM/PTM_01_MASTER_300x169.jpg",NA
"Patlabor The Mobile Police (TV)","10/11/1989 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/PTL/PTL_02_MASTER_300x169.jpg","Dubbed"
"Penguindrum","7/8/2011 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/PGD/PGD_MASTER_300x169.jpg","Dubbed"
"The Perfect Insider","10/8/2015 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/PIN/Perfect-Insider_PIN_MASTER_300x169_00.jpg",NA
"The Pet Girl of Sakurasou","10/9/2012 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/PGS/PGS_MASTER_300x169.jpg","Dubbed"
"Pet Shop of Horrors","3/1/1999 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/PH/pet-shop-of-horrors_PH_MASTER_300x169_00.jpg","Dubbed"
"Peter Grill and the Philosopher's Time","7/10/2020 12:00:00 AM","7/2/2020 3:00:00 PM","","//static.hidive.com/titles/PGP/peter-grill-and-the-philosophers-time_PGP_01_MASTER_300x169_01.jpg","Dubbed"
"Phantasy Star Online 2: The Animation","1/7/2016 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/PSO/PSO_01_MASTER_300x169.jpg",NA
"Photo Kano","4/5/2013 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/PHK/PHK_MASTER_300x169.jpg",NA
"Place to Place","4/5/2012 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/PTP/PTP_MASTER_300x169.jpg",NA
"Polyphonica","4/3/2007 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/PY/PY_01_MASTER_300x169.jpg",NA
"Pop Team Epic","1/6/2018 12:00:00 AM","1/4/2018 7:00:00 PM","","//static.hidive.com/titles/PTE/PTE_01_MASTER_300x169_01.jpg",NA
"Popotan","7/17/2003 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/POP/POP_01_MASTER_300x169.jpg","Dubbed"
"The Price of Smiles","1/4/2019 12:00:00 AM","1/27/2019 6:00:00 PM","","//static.hidive.com/titles/PRS/PRS_01_MASTER_300x169.jpg",NA
"Princess Principal","7/9/2017 12:00:00 AM","6/30/2017 5:00:00 PM","","//static.hidive.com/titles/PRP/princess-principal_PRP_MASTER_300x169.jpg","Dubbed"
"Princess Resurrection","4/13/2007 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/PR/PR_MASTER_300x169.jpg","Dubbed"
"Princess Tutu","8/16/2002 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/PTT/PTT_MASTER_300x169.jpg","Dubbed"
"Problem children are coming from another world, aren't they?","1/11/2013 12:00:00 AM","11/16/2021 12:00:00 AM","","//static.hidive.com/titles/PCW/PCW_MASTER_300x169.jpg","Dubbed"
"The Promised Neverland","1/9/2019 12:00:00 AM","1/9/2019 3:00:00 PM","","//static.hidive.com/titles/PNV/PNV_01_MASTER_300x169.jpg",NA
"Psychic Squad","4/6/2008 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/ZKC/ZKC_MASTER_300x169.jpg",NA
"Punch Line","4/9/2015 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/PNL/PNL_MASTER_300x169.jpg",NA
"Queen's Blade Rebellion","4/3/2012 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/QBR/QBR_01_MASTER_300x169.jpg","Dubbed"
"The Qwaser of Stigmata","1/10/2010 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/QS/QS_01_MASTER_300x169.jpg",NA
"The Qwaser of Stigmata II","4/11/2011 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/QS/QS_02_MASTER_300x169.jpg",NA
"RahXephon","1/21/2002 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/RX/RX_MASTER_300x169.jpg","Dubbed"
"Re:Stage! Dream Days","7/7/2019 12:00:00 AM","6/28/2019 9:00:00 PM","","//static.hidive.com/titles/RSD/re-stage-dream-days-RSD_01_MASTER_300x169.jpg","Exclusive"
"Real Girl","4/3/2018 12:00:00 AM","4/1/2018 5:00:00 AM","","//static.hidive.com/titles/RLG/real-girl_RLG_01_MASTER_300x169_01.jpg","Dubbed"
"Redo of Healer","1/13/2021 12:00:00 AM","1/5/2021 6:00:00 PM","","//static.hidive.com/titles/ROH/redo-of-healer_ROH_01_MASTER_300x169.jpg",NA
"Reideen","3/3/2007 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/RDN/reideen_RDN_MASTER_300x169_00.jpg",NA
"RE-KAN!","4/3/2015 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/RKN/RKN_MASTER_300x169.jpg",NA
"Release the Spyce","10/6/2018 12:00:00 AM","10/1/2018 7:30:00 PM","","//static.hidive.com/titles/SPY/SPY_01_MASTER_300x169.jpg","Dubbed"
"Revue Starlight","7/14/2018 12:00:00 AM","7/13/2018 5:00:00 AM","","//static.hidive.com/titles/RST/RST_01_MASTER_300x169.jpg","Dubbed"
"RIN-NE","4/4/2015 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/RNE/RNE_MASTER_300x169.jpg",NA
"RIN-NE 2","4/9/2016 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/RNE/RNE_02_MASTER_300x169.jpg",NA
"RIN-NE 3","4/8/2017 12:00:00 AM","4/1/2017 6:00:00 AM","","//static.hidive.com/titles/RNE/RNE_03_MASTER_300x169.jpg","Exclusive"
"Rocket Girls","2/21/2007 12:00:00 AM","12/17/2018 6:00:00 PM","","//static.hidive.com/titles/RKG/rocket-girls-RKG_01_MASTER_300x169.jpg","Exclusive"
"Rozen Maiden","10/7/2004 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/RZM/RZM_01_MASTER_300x169.jpg","Dubbed"
"Rozen Maiden ~ Zurückspulen","7/4/2013 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/RMZ/RMZ_MASTER_300x169.jpg",NA
"Rozen Maiden: Träumend","10/20/2005 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/RZM/RZM_02_MASTER_300x169.jpg","Dubbed"
"Run with the Wind","10/2/2018 12:00:00 AM","10/30/2018 8:00:00 PM","","//static.hidive.com/titles/RWW/RWW_01_MASTER_300x169.jpg","Dubbed"
"Sagrada Reset","4/5/2017 12:00:00 AM","4/1/2017 12:00:00 AM","","//static.hidive.com/titles/SGR/SGR_01_MASTER_300x169.jpg",NA
"Sagrada Reset Season 2","6/28/2017 12:00:00 AM","6/27/2017 10:00:00 PM","","//static.hidive.com/titles/SGR/SGR_02_MASTER_300x169.jpg",NA
"Saiyuki","4/4/2000 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/DSY/DSY_MASTER_300x169.jpg","Dubbed"
"Saiyuki RELOAD ZEROIN","1/6/2022 12:00:00 AM","12/21/2021 2:00:00 PM","3/17/2022 3:00:00 PM","//static.hidive.com/titles/SYR/saiyuki-reload-zeroin_SYR_01_MASTER_300x169.jpg","E11 In 5 Days"
"Sakura Trick","1/9/2014 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/SKT/SKT_MASTER_300x169.jpg",NA
"Sakura Wars","4/8/2000 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/SW/SW_01_MASTER_300x169.jpg","Dubbed"
"Samurai Bride","4/5/2013 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/SMG/SMG_02_MASTER_300x169.jpg","Dubbed"
"Samurai Girls","10/3/2010 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/SMG/SMG_01_MASTER_300x169.jpg","Dubbed"
"Samurai Harem","1/8/2009 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/ANY/ANY_MASTER_300x169.jpg",NA
"Samurai Jam -Bakumatsu Rock-","7/2/2014 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/BKR/BKR_MASTER_300x169.jpg",NA
"Samurai Punisher","5/18/1979 12:00:00 AM","11/1/2017 5:00:00 AM","","//static.hidive.com/titles/SPN/SPN_01_MASTER_300x169.jpg","Exclusive"
"Sasami-san@Ganbaranai","1/11/2013 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/SSG/SSG_MASTER_300x169.jpg",NA
"Say ""I Love You""","10/6/2012 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/SIL/SIL_MASTER_300x169.jpg","Dubbed"
"School-Live!","7/9/2015 12:00:00 AM","7/9/2015 12:00:00 AM","","//static.hidive.com/titles/GKG/GKG_MASTER_300x169.jpg","Dubbed"
"Scum's Wish","1/12/2017 12:00:00 AM","2/12/2021 1:00:00 PM","","//static.hidive.com/titles/SCW/scums-wish_SCW_01_MASTER_300x169.jpg","Dubbed"
"Seitokai Yakuindomo","7/3/2010 12:00:00 AM","12/3/2019 5:00:00 PM","","//static.hidive.com/titles/SYD/Seitokai-Yakuindomo_SYD_01_MASTER_300x169.jpg",NA
"Seitokai Yakuindomo Season 2","1/4/2014 12:00:00 AM","1/14/2020 3:00:00 PM","","//static.hidive.com/titles/SYD/Seitokai-Yakuindomo_SYD_02_MASTER_300x169.jpg",NA
"Senryu Girl","4/5/2019 12:00:00 AM","4/1/2019 5:00:00 PM","","//static.hidive.com/titles/SNG/senryu-girl_SNG_01_MASTER_300x169.jpg","Dubbed"
"The Severing Crime Edge","4/4/2013 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/SCE/SCE_MASTER_300x169.jpg",NA
"SHIKIZAKURA","10/10/2021 12:00:00 AM","10/6/2021 1:00:00 PM","","//static.hidive.com/titles/SZK/shikizakura_SKZ_01_MASTER_300x169.jpg","Dubbed"
"Shin Koihime Muso","10/5/2009 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/SKH/SKH_01_MASTER_300x169.jpg",NA
"Shin Koihime Muso ~Otome Tairan~","4/1/2010 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/SKH/SKH_02_MASTER_300x169.jpg",NA
"The Skull Man","5/5/2007 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/SKM/skull-man_SKM_MASTER_300x169_00.jpg",NA
"Softenni!","4/7/2011 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/SNI/SNI_01_MASTER_300x169.jpg","Exclusive"
"Sorcerous Stabber Orphen","10/3/1998 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/OP/orphen_OP_MASTER_300x169_00.jpg","Dubbed"
"Sorcerous Stabber Orphen: Revenge","10/3/1998 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/OP/orphen-revenge_OP_MASTER_300x169_00.jpg","Dubbed"
"Space Runaway Ideon","5/8/1980 12:00:00 AM","11/9/2017 6:00:00 PM","","//static.hidive.com/titles/IDN/IDN_01_MASTER_300x169.jpg","Exclusive"
"Special A","4/6/2008 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/SPA/special-a_SPA_MASTER_300x169_00.jpg","Dubbed"
"Squid Girl","10/4/2010 12:00:00 AM","11/16/2017 6:00:00 PM","","//static.hidive.com/titles/SQG/SQG_01_MASTER_300x169.jpg","Dubbed"
"Squid Girl 2","9/26/2011 12:00:00 AM","12/15/2017 6:00:00 AM","","//static.hidive.com/titles/SQG/SQG_02_MASTER_300x169.jpg","Dubbed"
"Stella Women's Academy High School Division Class C3","7/4/2013 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/SWA/SWA_MASTER_300x169.jpg",NA
"Strawberry Marshmallow","7/14/2005 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/SMM/SMM_01_MASTER_300x169.jpg","Dubbed"
"Student Council's Discretion","10/2/2009 12:00:00 AM","3/31/2015 5:00:00 AM","","//static.hidive.com/titles/SCD/SCD_01_MASTER_300x169.jpg",NA
"Sunday Without God","7/7/2013 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/SWH/SWH_MASTER_300x169.jpg","Dubbed"
"Sword Art Online Alicization War of Underworld","10/5/2019 12:00:00 AM","10/11/2019 5:00:00 PM","","//static.hidive.com/titles/SAO/sword-art-online-alicization-war-of-underworld_SAO_02_MASTER_300x169.jpg",NA
"Sword Art Online Alicization","10/6/2018 12:00:00 AM","11/6/2019 5:00:00 PM","","//static.hidive.com/titles/SAO/sword-art-online-alicization_SAO_01_MASTER_300x169.jpg",NA
"Sword Oratoria: Is it Wrong to Try to Pick Up Girls in a Dungeon? On the Side","4/15/2017 12:00:00 AM","4/1/2017 12:00:00 AM","","//static.hidive.com/titles/SWO/SWO_01_MASTER_300x169.jpg","Dubbed"
"Tada Never Falls in Love","4/5/2018 12:00:00 AM","4/1/2018 5:00:00 AM","","//static.hidive.com/titles/TNF/TNF_01_MASTER_300x169.jpg","Dubbed"
"Taisho Baseball Girls","7/2/2009 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/TBG/TBG_01_MASTER_300x169.jpg",NA
"Takunomi","1/12/2018 12:00:00 AM","1/4/2018 7:00:00 PM","","//static.hidive.com/titles/TKN/TKN_01_MASTER_300x169.jpg","Dubbed"
"Tamako Market","1/10/2013 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/TMK/TMK_MASTER_300x169.jpg","Dubbed"
"Tanaka-kun is Always Listless","4/9/2016 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/TNK/TNK_01_MASTER_300x169.jpg","Dubbed"
"Tari Tari","7/1/2012 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/TRT/TRT_MASTER_300x169.jpg",NA
"Tayutama ~ Kiss on My Deity","4/5/2009 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/TYT/tayutama-kiss-on-my-deity_TYT_MASTER_300x169_00.jpg",NA
